location_id,location_name,type,parent_location_id,city,prefecture_id,region_id,coverage_phase,food_focus,admin_note,content_status
ginoza-village,Ginoza Village,City,,Ginoza Village,okinawa,okinawa,1,,,Published
ginowan-city,Ginowan City,City,,Ginowan City,okinawa,okinawa,1,,,Published
kin-town,Kin Town,Town,,Kin Town,okinawa,okinawa,1,,,Published
kunigami-village,Kunigami Village,City,,Kunigami Village,okinawa,okinawa,1,,,Published
kumejima-town,Kumejima Town,Town,,Kumejima Town,okinawa,okinawa,1,,,Published
zamami-village,Zamami Village,City,,Zamami Village,okinawa,okinawa,1,,,Published
taketomi-town,Taketomi Town,Town,,Taketomi Town,okinawa,okinawa,1,,,Published
tarama-village,Tarama Village,City,,Tarama Village,okinawa,okinawa,1,,,Published
chatan-town,Chatan Town,Town,,Chatan Town,okinawa,okinawa,1,,,Published
tokashiki-village,Tokashiki Village,City,,Tokashiki Village,okinawa,okinawa,1,,,Published
tonaki-village,Tonaki Village,City,,Tonaki Village,okinawa,okinawa,1,,,Published
tomigusuku-city,Tomigusuku City,City,,Tomigusuku City,okinawa,okinawa,1,,,Published
nakagusuku-village,Nakagusuku Village,City,,Nakagusuku Village,okinawa,okinawa,1,,,Published
nakijin-village,Nakijin Village,City,,Nakijin Village,okinawa,okinawa,1,,,Published
nago-city,Nago City,City,,Nago City,okinawa,okinawa,1,,,Published
naha-city,Naha City,City,,Naha City,okinawa,okinawa,1,,,Published
nanjo-city,Nanjo City,City,,Nanjo City,okinawa,okinawa,1,,,Published
nishihara-town,Nishihara Town,Town,,Nishihara Town,okinawa,okinawa,1,,,Published
haebaru-town,Haebaru Town,Town,,Haebaru Town,okinawa,okinawa,1,,,Published
higashi-village,Higashi Village,City,,Higashi Village,okinawa,okinawa,1,,,Published
minamidaito-village,Minamidaito Village,City,,Minamidaito Village,okinawa,okinawa,1,,,Published
miyakojima-city,Miyakojima City,City,,Miyakojima City,okinawa,okinawa,1,,,Published
motobu-town,Motobu Town,Town,,Motobu Town,okinawa,okinawa,1,,,Published
yaese-town,Yaese Town,Town,,Yaese Town,okinawa,okinawa,1,,,Published
yonaguni-town,Yonaguni Town,Town,,Yonaguni Town,okinawa,okinawa,1,,,Published
yonabaru-town,Yonabaru Town,Town,,Yonabaru Town,okinawa,okinawa,1,,,Published
yomitan-village,Yomitan Village,City,,Yomitan Village,okinawa,okinawa,1,,,Published
